Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
13	13	20230717AY_Sample2-3	Analyte		3.74	14122419.000	13852771.000	4.588	dd	1.8	
14	14	20230717AY_Sample2-4	Analyte		3.75	460716.781	13258178.000	0.156	bd	0.0	
15	15	20230717AY_Sample2-5	Analyte		3.74	431086.000	14374452.000	0.135	dd	0.0	
16	16	20230717AY_Sample2-6	Analyte		3.76	253094.922	14309236.000	0.080	ddI		
17	17	20230717AY_Sample2-7	Analyte		3.74	4051854.750	13865093.000	1.315	bd	0.5	
18	18	20230717AY_Sample2-8	Analyte		3.74	4160636.250	13813155.000	1.355	bd	0.5	
19	19	20230717AY_Sample2-9	Analyte		3.74	4071692.250	13718200.000	1.336	bd	0.5	
20	20	20230717AY_Sample2-10	Analyte		3.74	396437.344	14447544.000	0.123	dd	0.0	
21	21	20230717AY_Sample2-11	Analyte		3.75	420126.875	14337319.000	0.132	dd	0.0	
22	22	20230717AY_Sample2-12	Analyte		3.74	394510.219	13933163.000	0.127	bd	0.0	
23	23	20230717AY_Sample2-13	Analyte		3.74	4805689.500	13648639.000	1.584	bd	0.6	
24	24	20230717AY_Sample2-14	Analyte		3.73	4738628.500	13317803.000	1.601	bb	0.6	
25	25	20230717AY_Sample2-15	Analyte		3.74	5111731.000	13714290.000	1.677	bd	0.6	
26	26	20230717AY_Sample2-16	Analyte		3.73	381610.000	13390097.000	0.128	bd	0.0	
27	27	20230717AY_Sample2-17	Analyte		3.74	395843.219	14249180.000	0.125	bd	0.0	
28	28	20230717AY_Sample2-18	Analyte		3.74	396233.844	13970202.000	0.128	bd	0.0	
29	29	20230717AY_Sample2-19	Analyte		3.74	3169577.000	13092321.000	1.089	dd	0.4	
30	30	20230717AY_Sample2-20	Analyte		3.73	3037035.000	12718794.000	1.075	bd	0.4	
31	31	20230717AY_Sample2-21	Analyte		3.74	3055618.000	12696037.000	1.083	bd	0.4	
32	32	20230717AY_Sample2-22	Analyte		3.74	399217.781	13938069.000	0.129	dd	0.0	
33	33	20230717AY_Sample2-23	Analyte		3.74	234961.500	13369048.000	0.079	ddI		
34	34	20230717AY_Sample2-24	Analyte		3.72	382857.125	13767811.000	0.125	bd	0.0	
35	35	20230717AY_Water7	Analyte		3.73	362901.469	12626374.000	0.129	bd	0.0	
36	36	20230717AY_Sample2-25	Analyte		3.74	13855022.000	14581356.000	4.276	bb	1.6	
37	37	20230717AY_Sample2-26	Analyte		3.73	7869855.000	13909808.000	2.546	bb	0.9	
38	38	20230717AY_Sample2-27	Analyte		3.73	24169898.000	14254012.000	7.630	dd	3.1	
39	39	20230717AY_Sample2-28	Analyte		3.72	16079986.000	14631530.000	4.945	bd	1.9	
40	40	20230717AY_Sample2-29	Analyte		3.74	14236640.000	13955718.000	4.591	bb	1.8	
41	41	20230717AY_Sample2-30	Analyte		3.73	18354804.000	14032558.000	5.886	bb	2.3	
42	42	20230717AY_Sample2-31	Analyte		3.73	15295183.000	14068208.000	4.892	bd	1.9	
43	43	20230717AY_Sample2-32	Analyte		3.72	12954129.000	13693348.000	4.257	bd	1.6	
44	44	20230717AY_Sample2-33	Analyte		3.74	17450788.000	14660745.000	5.356	dd	2.1	
45	45	20230717AY_Sample2-34	Analyte		3.73	12906659.000	14265565.000	4.071	dd	1.5	
46	46	20230717AY_Sample2-35	Analyte		3.74	15158323.000	13915501.000	4.902	dd	1.9	
47	47	20230717AY_Sample2-36	Analyte		3.72	13769673.000	13982032.000	4.432	bd	1.7	
48	48	20230717AY_Sample2-37	Analyte		3.74	20669746.000	13380254.000	6.952	bb	2.8	
49	49	20230717AY_Sample2-38	Analyte		3.74	22379016.000	13643426.000	7.381	bd	3.0	
50	50	20230717AY_Sample2-39	Analyte		3.75	18488178.000	14210584.000	5.855	bd	2.3	
51	51	20230717AY_Sample2-40	Analyte		3.74	21053998.000	13601458.000	6.966	bd	2.8	
52	52	20230717AY_Sample2-41	Analyte		3.74	23218258.000	14026726.000	7.449	bb	3.0	
53	53	20230717AY_Sample2-42	Analyte		3.73	21004594.000	13576759.000	6.962	bd	2.8	
54	54	20230717AY_Sample2-43	Analyte		3.75	24045358.000	14179957.000	7.631	bb	3.1	
55	55	20230717AY_Sample2-44	Analyte		3.74	25584222.000	14227527.000	8.092	bd	3.3	
56	56	20230717AY_Sample2-45	Analyte		3.74	21824734.000	13895715.000	7.068	bd	2.8	
57	57	20230717AY_Sample2-46	Analyte		3.75	14308861.000	14156967.000	4.548	dd	1.7	
58	58	20230717AY_Sample2-47	Analyte		3.74	16489766.000	13644670.000	5.438	bd	2.1	
59	59	20230717AY_Sample2-48	Analyte		3.75	19534712.000	14009538.000	6.275	bd	2.5	
60	60	20230717AY_Water8	Analyte		3.75	401312.219	13067041.000	0.138	bd	0.0	
61	61	20230717AY_Sample2-49	Analyte		3.75	52908652.000	14641859.000	16.261	bb	7.2	
62	62	20230717AY_Sample2-50	Analyte		3.74	68750592.000	14024135.000	22.060	bb	9.8	
63	63	20230717AY_Sample2-51	Analyte		3.75	43230252.000	14717307.000	13.218	bb	5.7	
64	64	20230717AY_Sample2-52	Analyte		3.74	43425552.000	14570168.000	13.412	bb	5.8	
65	65	20230717AY_Sample2-53	Analyte		3.75	39574768.000	14947675.000	11.914	bb	5.1	
66	66	20230717AY_Sample2-54	Analyte		3.74	59623576.000	14552496.000	18.437	bb	8.2	
67	67	20230717AY_Sample2-55	Analyte		3.74	35552604.000	14740515.000	10.854	bb	4.6	
68	68	20230717AY_Sample2-56	Analyte		3.75	48820092.000	14409137.000	15.247	bb	6.7	
69	69	20230717AY_Sample2-57	Analyte		3.74	43681348.000	14165639.000	13.876	bb	6.0	
70	70	20230717AY_Sample2-58	Analyte		3.75	45102508.000	14218698.000	14.274	bb	6.2	
71	71	20230717AY_Sample2-59	Analyte		3.74	51727020.000	14355497.000	16.215	bb	7.1	
72	72	20230717AY_Sample2-60	Analyte		3.74	65003636.000	13708623.000	21.338	bb	9.5	
73	73	20230717AY_Sample2-61	Analyte		3.72	52847428.000	14007903.000	16.977	bb	7.5	
74	74	20230717AY_Sample2-62	Analyte		3.75	46071468.000	14510017.000	14.288	bb	6.2	
75	75	20230717AY_Sample2-63	Analyte		3.73	52253972.000	14136409.000	16.634	bb	7.3	
76	76	20230717AY_Sample2-64	Analyte		3.74	45671760.000	14479563.000	14.194	bb	6.2	
77	77	20230717AY_Sample2-65	Analyte		3.73	44098052.000	14724022.000	13.477	bb	5.8	
78	78	20230717AY_Sample2-66	Analyte		3.75	48564188.000	14527994.000	15.043	bb	6.6	
79	79	20230717AY_Sample2-67	Analyte		3.74	44018048.000	14300327.000	13.852	bb	6.0	
80	80	20230717AY_Sample2-68	Analyte		3.75	25630778.000	14410047.000	8.004	bb	3.2	
81	81	20230717AY_Sample2-69	Analyte		3.73	39891780.000	14445983.000	12.427	dd	5.3	
82	82	20230717AY_Sample2-70	Analyte		3.75	29210512.000	14802246.000	8.880	bd	3.6	
83	83	20230717AY_Sample2-71	Analyte		3.74	41254308.000	14257520.000	13.021	dd	5.6	
84	84	20230717AY_Sample2-72	Analyte		3.75	49753928.000	14503652.000	15.437	bb	6.8	
85	85	20230717AY_Water10	Analyte		3.75	462901.281	13376029.000	0.156	bd	0.0	
86	86	20230717AY_Std4-1	Standard	0.000			12742285.000		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	3.74	1215464.250	12856263.000	0.425	bd	0.1	22.7
88	88	20230717AY_Std4-3	Standard	0.500	3.75	4224399.000	13375769.000	1.421	dd	0.5	-0.8
89	89	20230717AY_Std4-4	Standard	1.000	3.74	8060564.500	13774300.000	2.633	dd	1.0	-3.5
90	90	20230717AY_Std4-5	Standard	5.000	3.75	37131780.000	14188070.000	11.777	bd	5.0	-0.1
91	91	20230717AY_Std4-6	Standard	10.000	3.74	69806128.000	13901202.000	22.597	bb	10.1	0.8
92	92	20230717AY_Std4-7	Standard	50.000			10155168.000		MM-I		
93	93	20230717AY_Std4-8	Standard	100.000			7840136.500		MM-I		

Compound 13:  His*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	3.74	13079051.000		13079051.000	bd	4.7	5.5
2	2	20230717AY_Std3-1	Standard	4.500	3.75	13905968.000		13905968.000	bd	5.0	12.2
3	3	20230717AY_Std3-2	Standard	4.500	3.74	13379140.000		13379140.000	bd	4.9	7.9
4	4	20230717AY_Std3-3	Standard	4.500	3.74	12968600.000		12968600.000	bd	4.7	4.6
5	5	20230717AY_Std3-4	Standard	4.500	3.74	13419592.000		13419592.000	bd	4.9	8.3
6	6	20230717AY_Std3-5	Standard	4.500	3.75	14025142.000		14025142.000	bb	5.1	13.1
7	7	20230717AY_Std3-6	Standard	4.500	3.74	14086801.000		14086801.000	bb	5.1	13.6
8	8	20230717AY_Std3-7	Standard	4.500	3.72	9949948.000		9949948.000	dd	3.6	-19.7
9	9	20230717AY_Std3-8	Standard	4.500	3.70	7770764.000		7770764.000	bb	2.8	-37.3
10	10	20230717AY_Water6	Analyte	4.500	3.75	13824269.000		13824269.000	bd	5.0	11.5
11	11	20230717AY_Sample2-1	Analyte	4.500	3.74	14794458.000		14794458.000	bd	5.4	19.3
12	12	20230717AY_Sample2-2	Analyte	4.500	3.75	14197794.000		14197794.000	bd	5.2	14.5
13	13	20230717AY_Sample2-3	Analyte	4.500	3.74	13852771.000		13852771.000	bd	5.0	11.8
14	14	20230717AY_Sample2-4	Analyte	4.500	3.75	13258178.000		13258178.000	bd	4.8	7.0
15	15	20230717AY_Sample2-5	Analyte	4.500	3.75	14374452.000		14374452.000	bd	5.2	16.0
16	16	20230717AY_Sample2-6	Analyte	4.500	3.75	14309236.000		14309236.000	bd	5.2	15.4
17	17	20230717AY_Sample2-7	Analyte	4.500	3.74	13865093.000		13865093.000	bd	5.0	11.8
18	18	20230717AY_Sample2-8	Analyte	4.500	3.74	13813155.000		13813155.000	bd	5.0	11.4
19	19	20230717AY_Sample2-9	Analyte	4.500	3.74	13718200.000		13718200.000	bd	5.0	10.7
20	20	20230717AY_Sample2-10	Analyte	4.500	3.74	14447544.000		14447544.000	bd	5.2	16.5
21	21	20230717AY_Sample2-11	Analyte	4.500	3.75	14337319.000		14337319.000	bd	5.2	15.7
22	22	20230717AY_Sample2-12	Analyte	4.500	3.74	13933163.000		13933163.000	bd	5.1	12.4
23	23	20230717AY_Sample2-13	Analyte	4.500	3.75	13648639.000		13648639.000	bd	5.0	10.1
24	24	20230717AY_Sample2-14	Analyte	4.500	3.73	13317803.000		13317803.000	bb	4.8	7.4
25	25	20230717AY_Sample2-15	Analyte	4.500	3.74	13714290.000		13714290.000	dd	5.0	10.6
26	26	20230717AY_Sample2-16	Analyte	4.500	3.74	13390097.000		13390097.000	bd	4.9	8.0
27	27	20230717AY_Sample2-17	Analyte	4.500	3.75	14249180.000		14249180.000	bd	5.2	14.9
28	28	20230717AY_Sample2-18	Analyte	4.500	3.74	13970202.000		13970202.000	bd	5.1	12.7
29	29	20230717AY_Sample2-19	Analyte	4.500	3.74	13092321.000		13092321.000	bb	4.8	5.6
30	30	20230717AY_Sample2-20	Analyte	4.500	3.73	12718794.000		12718794.000	bd	4.6	2.6
31	31	20230717AY_Sample2-21	Analyte	4.500	3.73	12696037.000		12696037.000	bd	4.6	2.4
32	32	20230717AY_Sample2-22	Analyte	4.500	3.74	13938069.000		13938069.000	bd	5.1	12.4
33	33	20230717AY_Sample2-23	Analyte	4.500	3.74	13369048.000		13369048.000	bd	4.9	7.8
34	34	20230717AY_Sample2-24	Analyte	4.500	3.72	13767811.000		13767811.000	bd	5.0	11.1
35	35	20230717AY_Water7	Analyte	4.500	3.72	12626374.000		12626374.000	bd	4.6	1.9
36	36	20230717AY_Sample2-25	Analyte	4.500	3.74	14581356.000		14581356.000	bd	5.3	17.6
37	37	20230717AY_Sample2-26	Analyte	4.500	3.74	13909808.000		13909808.000	bd	5.0	12.2
38	38	20230717AY_Sample2-27	Analyte	4.500	3.73	14254012.000		14254012.000	bd	5.2	15.0
39	39	20230717AY_Sample2-28	Analyte	4.500	3.73	14631530.000		14631530.000	bd	5.3	18.0
40	40	20230717AY_Sample2-29	Analyte	4.500	3.74	13955718.000		13955718.000	bd	5.1	12.6
41	41	20230717AY_Sample2-30	Analyte	4.500	3.73	14032558.000		14032558.000	bb	5.1	13.2
42	42	20230717AY_Sample2-31	Analyte	4.500	3.73	14068208.000		14068208.000	bd	5.1	13.5
43	43	20230717AY_Sample2-32	Analyte	4.500	3.72	13693348.000		13693348.000	bd	5.0	10.5
44	44	20230717AY_Sample2-33	Analyte	4.500	3.74	14660745.000		14660745.000	bb	5.3	18.3
45	45	20230717AY_Sample2-34	Analyte	4.500	3.74	14265565.000		14265565.000	bd	5.2	15.1
46	46	20230717AY_Sample2-35	Analyte	4.500	3.74	13915501.000		13915501.000	bd	5.1	12.3
47	47	20230717AY_Sample2-36	Analyte	4.500	3.72	13982032.000		13982032.000	bd	5.1	12.8
48	48	20230717AY_Sample2-37	Analyte	4.500	3.75	13380254.000		13380254.000	bb	4.9	7.9
49	49	20230717AY_Sample2-38	Analyte	4.500	3.74	13643426.000		13643426.000	bd	5.0	10.1
50	50	20230717AY_Sample2-39	Analyte	4.500	3.75	14210584.000		14210584.000	dd	5.2	14.6
51	51	20230717AY_Sample2-40	Analyte	4.500	3.74	13601458.000		13601458.000	bd	4.9	9.7
52	52	20230717AY_Sample2-41	Analyte	4.500	3.74	14026726.000		14026726.000	bd	5.1	13.2
53	53	20230717AY_Sample2-42	Analyte	4.500	3.73	13576759.000		13576759.000	bb	4.9	9.5
54	54	20230717AY_Sample2-43	Analyte	4.500	3.75	14179957.000		14179957.000	bd	5.1	14.4
55	55	20230717AY_Sample2-44	Analyte	4.500	3.74	14227527.000		14227527.000	bd	5.2	14.8
56	56	20230717AY_Sample2-45	Analyte	4.500	3.75	13895715.000		13895715.000	bd	5.0	12.1
57	57	20230717AY_Sample2-46	Analyte	4.500	3.75	14156967.000		14156967.000	dd	5.1	14.2
58	58	20230717AY_Sample2-47	Analyte	4.500	3.74	13644670.000		13644670.000	bd	5.0	10.1
59	59	20230717AY_Sample2-48	Analyte	4.500	3.75	14009538.000		14009538.000	dd	5.1	13.0
60	60	20230717AY_Water8	Analyte	4.500	3.75	13067041.000		13067041.000	dd	4.7	5.4
61	61	20230717AY_Sample2-49	Analyte	4.500	3.75	14641859.000		14641859.000	bb	5.3	18.1
62	62	20230717AY_Sample2-50	Analyte	4.500	3.74	14024135.000		14024135.000	bb	5.1	13.1
63	63	20230717AY_Sample2-51	Analyte	4.500	3.75	14717307.000		14717307.000	bb	5.3	18.7
64	64	20230717AY_Sample2-52	Analyte	4.500	3.74	14570168.000		14570168.000	bb	5.3	17.5
65	65	20230717AY_Sample2-53	Analyte	4.500	3.75	14947675.000		14947675.000	bd	5.4	20.6
66	66	20230717AY_Sample2-54	Analyte	4.500	3.74	14552496.000		14552496.000	bb	5.3	17.4
67	67	20230717AY_Sample2-55	Analyte	4.500	3.75	14740515.000		14740515.000	bb	5.4	18.9
68	68	20230717AY_Sample2-56	Analyte	4.500	3.75	14409137.000		14409137.000	bb	5.2	16.2
69	69	20230717AY_Sample2-57	Analyte	4.500	3.74	14165639.000		14165639.000	bb	5.1	14.3
70	70	20230717AY_Sample2-58	Analyte	4.500	3.75	14218698.000		14218698.000	dd	5.2	14.7
71	71	20230717AY_Sample2-59	Analyte	4.500	3.74	14355497.000		14355497.000	bb	5.2	15.8
72	72	20230717AY_Sample2-60	Analyte	4.500	3.74	13708623.000		13708623.000	bb	5.0	10.6
73	73	20230717AY_Sample2-61	Analyte	4.500	3.74	14007903.000		14007903.000	bb	5.1	13.0
74	74	20230717AY_Sample2-62	Analyte	4.500	3.75	14510017.000		14510017.000	bb	5.3	17.1
75	75	20230717AY_Sample2-63	Analyte	4.500	3.74	14136409.000		14136409.000	bb	5.1	14.0
76	76	20230717AY_Sample2-64	Analyte	4.500	3.74	14479563.000		14479563.000	bb	5.3	16.8
77	77	20230717AY_Sample2-65	Analyte	4.500	3.72	14724022.000		14724022.000	bb	5.3	18.8
78	78	20230717AY_Sample2-66	Analyte	4.500	3.75	14527994.000		14527994.000	bb	5.3	17.2
79	79	20230717AY_Sample2-67	Analyte	4.500	3.74	14300327.000		14300327.000	bb	5.2	15.4
80	80	20230717AY_Sample2-68	Analyte	4.500	3.74	14410047.000		14410047.000	bb	5.2	16.2
81	81	20230717AY_Sample2-69	Analyte	4.500	3.72	14445983.000		14445983.000	bd	5.2	16.5
82	82	20230717AY_Sample2-70	Analyte	4.500	3.75	14802246.000		14802246.000	bd	5.4	19.4
83	83	20230717AY_Sample2-71	Analyte	4.500	3.74	14257520.000		14257520.000	bb	5.2	15.0
84	84	20230717AY_Sample2-72	Analyte	4.500	3.75	14503652.000		14503652.000	bb	5.3	17.0
85	85	20230717AY_Water10	Analyte	4.500	3.75	13376029.000		13376029.000	bd	4.9	7.9
86	86	20230717AY_Std4-1	Standard	4.500	3.75	12742285.000		12742285.000	bd	4.6	2.8
87	87	20230717AY_Std4-2	Standard	4.500	3.75	12856263.000		12856263.000	bd	4.7	3.7
88	88	20230717AY_Std4-3	Standard	4.500	3.74	13375769.000		13375769.000	bd	4.9	7.9
89	89	20230717AY_Std4-4	Standard	4.500	3.74	13774300.000		13774300.000	bd	5.0	11.1
90	90	20230717AY_Std4-5	Standard	4.500	3.75	14188070.000		14188070.000	bb	5.2	14.5
91	91	20230717AY_Std4-6	Standard	4.500	3.75	13901202.000		13901202.000	bb	5.0	12.1
92	92	20230717AY_Std4-7	Standard	4.500	3.73	10155168.000		10155168.000	bb	3.7	-18.1
93	93	20230717AY_Std4-8	Standard	4.500	3.70	7840136.500		7840136.500	bb	2.8	-36.8

Compound 14:  Ile

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			3.26	19710.453	8596256.000	0.010	bbI		
2	2	20230717AY_Std3-1	Standard	0.000			8986616.000		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	3.26	122919.148	9066232.000	0.061	MM	0.1	-30.5
4	4	20230717AY_Std3-3	Standard	0.500	3.26	556799.750	8567952.000	0.292	bd	0.6	24.6
5	5	20230717AY_Std3-4	Standard	1.000	3.26	1026012.563	8389011.000	0.550	bd	1.2	24.0
6	6	20230717AY_Std3-5	Standard	5.000	3.27	4186065.000	7496970.500	2.513	dd	5.9	18.6
7	7	20230717AY_Std3-6	Standard	10.000	3.26	7010187.500	6669434.500	4.730	bd	11.2	12.3
8	8	20230717AY_Std3-7	Standard	50.000	3.26	17435766.000	3986610.250	19.681	bd	47.0	-6.0
9	9	20230717AY_Std3-8	Standard	100.000			2764720.500		MM-I		
10	10	20230717AY_Water6	Analyte		3.27	13276.080	8931648.000	0.007	bbI		
11	11	20230717AY_Sample2-1	Analyte		3.25	350584.594	8507291.000	0.185	dd	0.4	
12	12	20230717AY_Sample2-2	Analyte		3.26	354709.844	8623991.000	0.185	dd	0.4	
13	13	20230717AY_Sample2-3	Analyte		3.26	341480.281	8529150.000	0.180	dd	0.4	
14	14	20230717AY_Sample2-4	Analyte				9066030.000				
15	15	20230717AY_Sample2-5	Analyte		3.26	4478.452	9203133.000	0.002	bbI		
16	16	20230717AY_Sample2-6	Analyte		3.11	2235.068	9302004.000	0.001	bbI		
17	17	20230717AY_Sample2-7	Analyte		3.26	296352.344	8802933.000	0.151	dd	0.3	
18	18	20230717AY_Sample2-8	Analyte		3.25	298378.031	8717717.000	0.154	dd	0.3	
19	19	20230717AY_Sample2-9	Analyte		3.26	298590.625	8569718.000	0.157	dd	0.3	
20	20	20230717AY_Sample2-10	Analyte		3.25	2143.352	9135533.000	0.001	bbI		
21	21	20230717AY_Sample2-11	Analyte		3.10	814.417	9133111.000	0.000	bbI		
22	22	20230717AY_Sample2-12	Analyte		3.25	2313.658	9104827.000	0.001	bbI		
23	23	20230717AY_Sample2-13	Analyte		3.26	247836.625	8521897.000	0.131	bd	0.2	
24	24	20230717AY_Sample2-14	Analyte		3.25	232601.547	8504488.000	0.123	bd	0.2	
25	25	20230717AY_Sample2-15	Analyte		3.25	247202.141	8626148.000	0.129	bd	0.2	
26	26	20230717AY_Sample2-16	Analyte		3.25	2515.058	8864891.000	0.001	bbI		
27	27	20230717AY_Sample2-17	Analyte		3.27	1772.031	9235788.000	0.001	bbI		
28	28	20230717AY_Sample2-18	Analyte		3.09	2529.642	9032354.000	0.001	bbI		
29	29	20230717AY_Sample2-19	Analyte		3.26	304540.031	8501750.000	0.161	bd	0.3	
30	30	20230717AY_Sample2-20	Analyte		3.24	297710.156	8336851.500	0.161	dd	0.3	
31	31	20230717AY_Sample2-21	Analyte		3.25	303271.188	8369136.000	0.163	dd	0.3	
32	32	20230717AY_Sample2-22	Analyte		3.25	2425.477	9087416.000	0.001	bbI		
33	33	20230717AY_Sample2-23	Analyte				9092171.000				
34	34	20230717AY_Sample2-24	Analyte				9027100.000				
35	35	20230717AY_Water7	Analyte		3.24	1473.556	8928527.000	0.001	bbI		
36	36	20230717AY_Sample2-25	Analyte		3.25	1000784.500	8434183.000	0.534	bd	1.2	
37	37	20230717AY_Sample2-26	Analyte		3.25	611204.188	8730535.000	0.315	bd	0.7	
38	38	20230717AY_Sample2-27	Analyte		3.25	1377646.125	8020677.500	0.773	dd	1.8	
39	39	20230717AY_Sample2-28	Analyte		3.24	1209230.875	8243115.500	0.660	dd	1.5	
40	40	20230717AY_Sample2-29	Analyte		3.25	1026343.938	8475090.000	0.545	dd	1.2	
41	41	20230717AY_Sample2-30	Analyte		3.24	999059.188	8209355.000	0.548	bd	1.2	
42	42	20230717AY_Sample2-31	Analyte		3.25	1080562.750	7947677.000	0.612	dd	1.4	
43	43	20230717AY_Sample2-32	Analyte		3.24	966941.563	8238555.500	0.528	dd	1.2	
44	44	20230717AY_Sample2-33	Analyte		3.26	1080991.250	8034063.500	0.605	dd	1.4	
45	45	20230717AY_Sample2-34	Analyte		3.25	924182.250	8190336.000	0.508	dd	1.1	
46	46	20230717AY_Sample2-35	Analyte		3.25	993650.250	8167916.500	0.547	dd	1.2	
47	47	20230717AY_Sample2-36	Analyte		3.25	763371.000	8141351.500	0.422	bd	0.9	
48	48	20230717AY_Sample2-37	Analyte		3.27	1050678.625	7892676.000	0.599	dd	1.4	
49	49	20230717AY_Sample2-38	Analyte		3.26	987221.813	7907969.500	0.562	dd	1.3	
50	50	20230717AY_Sample2-39	Analyte		3.27	906983.313	8012237.500	0.509	bd	1.1	
51	51	20230717AY_Sample2-40	Analyte		3.26	1107021.375	7796739.500	0.639	dd	1.5	
52	52	20230717AY_Sample2-41	Analyte		3.26	1083628.750	7791576.500	0.626	dd	1.4	
53	53	20230717AY_Sample2-42	Analyte		3.25	993745.938	7965064.500	0.561	dd	1.3	
54	54	20230717AY_Sample2-43	Analyte		3.27	1329924.750	7967841.000	0.751	dd	1.7	
55	55	20230717AY_Sample2-44	Analyte		3.26	1294808.875	7879215.000	0.739	dd	1.7	
56	56	20230717AY_Sample2-45	Analyte		3.26	1195908.250	8051181.000	0.668	bd	1.5	
57	57	20230717AY_Sample2-46	Analyte		3.26	826588.188	8138444.000	0.457	bd	1.0	
58	58	20230717AY_Sample2-47	Analyte		3.27	939788.188	8081612.500	0.523	dd	1.2	
59	59	20230717AY_Sample2-48	Analyte		3.27	1104452.000	8236087.500	0.603	dd	1.4	
60	60	20230717AY_Water8	Analyte		3.11	1628.353	8722943.000	0.001	bbI		
61	61	20230717AY_Sample2-49	Analyte		3.27	3183367.000	7680603.500	1.865	bd	4.4	
62	62	20230717AY_Sample2-50	Analyte		3.26	4956181.000	6242280.500	3.573	dd	8.5	
63	63	20230717AY_Sample2-51	Analyte		3.28	2547303.500	7857747.000	1.459	dd	3.4	
64	64	20230717AY_Sample2-52	Analyte		3.27	3014362.250	7565558.000	1.793	dd	4.2	
65	65	20230717AY_Sample2-53	Analyte		3.27	2417293.750	7890417.500	1.379	dd	3.2	
66	66	20230717AY_Sample2-54	Analyte		3.27	2988530.750	7594964.500	1.771	bd	4.2	
67	67	20230717AY_Sample2-55	Analyte		3.27	2317351.750	7759036.000	1.344	bd	3.1	
68	68	20230717AY_Sample2-56	Analyte		3.27	3477817.750	7104967.500	2.203	bd	5.2	
69	69	20230717AY_Sample2-57	Analyte		3.27	2852747.000	7359454.000	1.744	bd	4.1	
70	70	20230717AY_Sample2-58	Analyte		3.27	2667707.500	7548168.000	1.590	bd	3.7	
71	71	20230717AY_Sample2-59	Analyte		3.27	2988951.250	7418307.000	1.813	dd	4.3	
72	72	20230717AY_Sample2-60	Analyte		3.27	3892698.250	6543181.000	2.677	bd	6.3	
73	73	20230717AY_Sample2-61	Analyte		3.25	7111660.500	5459327.500	5.862	bd	13.9	
74	74	20230717AY_Sample2-62	Analyte		3.27	7073420.000	5550341.000	5.735	dd	13.6	
75	75	20230717AY_Sample2-63	Analyte		3.26	6737527.500	5654541.500	5.362	bd	12.7	
76	76	20230717AY_Sample2-64	Analyte		3.26	6799240.500	5687298.500	5.380	dd	12.8	
77	77	20230717AY_Sample2-65	Analyte		3.25	7413658.500	5341017.500	6.246	dd	14.9	
78	78	20230717AY_Sample2-66	Analyte		3.27	7257160.000	5520414.500	5.916	bd	14.1	
79	79	20230717AY_Sample2-67	Analyte		3.26	2731050.250	7512640.500	1.636	dd	3.8	
80	80	20230717AY_Sample2-68	Analyte		3.26	1894808.000	8026351.000	1.062	dd	2.5	
81	81	20230717AY_Sample2-69	Analyte		3.25	2464876.500	7295894.000	1.520	bd	3.6	
82	82	20230717AY_Sample2-70	Analyte		3.28	1826728.625	8213193.500	1.001	dd	2.3	
83	83	20230717AY_Sample2-71	Analyte		3.27	2221310.750	7578517.500	1.319	dd	3.1	
84	84	20230717AY_Sample2-72	Analyte		3.27	3324973.500	7440938.000	2.011	dd	4.7	
85	85	20230717AY_Water10	Analyte		3.27	3368.501	9092802.000	0.002	bdI		
86	86	20230717AY_Std4-1	Standard	0.000			8920858.000				
87	87	20230717AY_Std4-2	Standard	0.100	3.27	122235.938	8628099.000	0.064	MM	0.1	-23.9
88	88	20230717AY_Std4-3	Standard	0.500	3.27	536469.625	8996740.000	0.268	MM	0.6	13.0
89	89	20230717AY_Std4-4	Standard	1.000	3.26	1022287.250	8669066.000	0.531	bd	1.2	19.2
90	90	20230717AY_Std4-5	Standard	5.000	3.28	4243074.500	7627418.000	2.503	bd	5.9	18.2
91	91	20230717AY_Std4-6	Standard	10.000	3.27	7085632.000	6883065.500	4.632	bd	11.0	10.0
92	92	20230717AY_Std4-7	Standard	50.000	3.27	18251430.000	4052633.500	20.266	bd	48.4	-3.2
93	93	20230717AY_Std4-8	Standard	100.000			2861829.500		MM-I		

Compound 15:  Ile/Leu

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			3.41	104385.211	8596256.000	0.055	dbI		
2	2	20230717AY_Std3-1	Standard	0.000	3.42	16889.555	8986616.000	0.008	bbI		
3	3	20230717AY_Std3-2	Standard	0.100	3.26	404419.969	9066232.000	0.201	bd	0.1	-41.0
4	4	20230717AY_Std3-3	Standard	0.500	3.26	1935841.750	8567952.000	1.017	bd	0.7	36.2
5	5	20230717AY_Std3-4	Standard	1.000	3.25	3603320.000	8389011.000	1.933	bd	1.4	38.0
